crawl_date,retailer_site,Sub-Brand,Subsector,Brand,sub_category,sku,upc,average_ratings,total_ratings
2023-05-09,Costco Canada English,null,null,null,Pads,975107,037000847045,4.8,4.0
2023-05-09,Costco Canada English,null,null,null,Liners,222886,037000283508,4.6,547.0
2023-05-09,Costco Canada English,null,null,null,Pads,777171,037000847038,4.3,7.0
2023-05-09,Costco Canada English,null,null,null,Pads,767171,037000847021,4.6,387.0
2023-05-09,Costco Canada English,null,null,null,null,1483729,069055129388,4.7,238.0
2023-05-09,Costco Canada English,null,null,null,null,1426812,056100084259,4.5,5575.0
2023-05-09,Costco Canada English,null,null,null,null,1677483,069055137666,4.7,1895.0
2023-05-09,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4503.0
2023-05-09,Costco Canada English,null,null,null,null,1457015,056100083115,4.6,4512.0
2023-05-09,Costco Canada English,null,null,null,null,1488073,069055129814,4.4,85.0
2023-05-09,Costco Canada English,null,null,null,null,1517853,056100084280,3.5,447.0
2023-05-09,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4503.0
2023-05-09,Costco Canada English,null,null,null,null,1467614,069055887974,2.5,10.0
2023-05-09,Costco Canada English,null,null,null,null,1467614,069055887974,2.5,10.0
2023-05-09,Costco Canada English,null,null,null,null,934314,047400507579,2.5,2.0
2023-05-09,Costco Canada English,null,null,null,null,1406250,069055882832,5.0,1.0
2023-05-09,Costco Canada English,null,null,null,null,1662712,047400678453,5.0,2.0
2023-05-10,Costco Canada English,null,null,null,null,362864,056100075974,4.2,108.0
2023-05-10,Costco Canada English,null,null,null,null,1218587,037000731122,4.7,1241.0
2023-05-10,Costco Canada English,null,null,null,null,1417309,037000455264,4.7,554.0
2023-05-10,Costco Canada English,null,null,null,null,1080326,037000083108,5.0,1.0
2023-05-10,Costco Canada English,null,null,null,null,4227777,037000949282,1.0,2.0
2023-05-10,Costco Canada English,null,null,null,null,8827195,037000589211,4.6,470.0
