crawl_date,retailer_site,Sub-Brand,Subsector,Brand,sub_category,sku,upc,average_ratings,total_ratings
2022-12-12,Costco Canada English,null,null,null,null,1488073,N/A,4.5,83.0
2022-12-12,Costco Canada English,null,null,null,null,1426812,N/A,4.5,5583.0
2022-12-12,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-12,Costco Canada English,null,null,null,null,1517853,N/A,3.5,453.0
2022-12-12,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-12,Costco Canada English,null,null,null,null,1457015,N/A,4.6,4515.0
2022-12-12,Costco Canada English,null,null,null,null,1313224,N/A,4.7,60.0
2022-12-12,Costco Canada English,null,null,null,null,1139997,N/A,3.0,10.0
2022-12-13,Costco Canada English,null,null,null,null,1442712,N/A,2.3,3.0
2022-12-13,Costco Canada English,null,null,null,null,1218587,N/A,4.7,1239.0
2022-12-13,Costco Canada English,null,null,null,null,9879799,N/A,3.9,299.0
2022-12-13,Costco Canada English,null,null,null,null,380444,N/A,4.5,150.0
2022-12-13,Costco Canada English,null,null,null,null,362864,N/A,4.2,106.0
2022-12-13,Costco Canada English,null,null,null,null,380446,N/A,3.6,56.0
2022-12-13,Costco Canada English,null,null,null,null,1080326,N/A,5.0,1.0
2022-12-13,Costco Canada English,null,null,null,null,1638292,N/A,4.2,4732.0
2022-12-13,Costco Canada English,null,null,null,null,1417309,N/A,4.7,483.0
2022-12-13,Costco Canada English,null,null,null,null,8827195,N/A,4.6,424.0
2022-12-13,Costco Canada English,null,null,null,null,1560503,N/A,4.6,890.0
2022-12-13,Costco Canada English,null,null,null,null,1458554,N/A,1.0,1.0
2022-12-13,Costco Canada English,null,null,null,null,1480427,N/A,5.0,1.0
2022-12-13,Costco Canada English,null,null,null,null,3161251,N/A,3.0,2.0
2022-12-13,Costco Canada English,null,null,null,null,1576978,N/A,4.8,411.0
2022-12-13,Costco Canada English,null,null,null,null,1226088,N/A,3.7,3.0
2022-12-13,Costco Canada English,null,null,null,null,1638885,N/A,3.0,1.0
2022-12-13,Costco Canada English,null,null,null,null,384201,N/A,2.8,216.0
2022-12-13,Costco Canada English,null,null,null,null,7774269,N/A,4.2,24.0
2022-12-13,Costco Canada English,null,null,null,Shampoo,1312452,N/A,5.0,1.0
2022-12-13,Costco Canada English,null,null,null,null,1125111,N/A,3.5,4.0
2022-12-13,Costco Canada English,null,null,null,null,197788,N/A,3.4,25.0
2022-12-13,Costco Canada English,null,null,null,null,840553,N/A,3.1,7.0
2022-12-13,Costco Canada English,null,null,null,null,1605309,N/A,3.7,3.0
2022-12-13,Costco Canada English,null,null,null,null,407362,N/A,3.3,7.0
2022-12-13,Costco Canada English,null,null,null,null,225858,N/A,5.0,1.0
2022-12-13,Costco Canada English,null,null,null,null,407365,N/A,4.6,7.0
2022-12-13,Costco Canada English,null,null,null,null,225747,N/A,4.4,34.0
2022-12-13,Costco Canada English,null,null,null,null,4481870,N/A,3.0,4.0
2022-12-13,Costco Canada English,null,null,null,Pads,767171,N/A,4.6,206.0
2022-12-13,Costco Canada English,null,null,null,Pads,975107,N/A,4.7,3.0
2022-12-13,Costco Canada English,null,null,null,Pads,777171,N/A,4.0,4.0
2022-12-13,Costco Canada English,null,null,null,null,1313224,N/A,4.7,60.0
2022-12-13,Costco Canada English,null,null,null,null,1488073,N/A,4.5,83.0
2022-12-13,Costco Canada English,null,null,null,null,1517853,N/A,3.5,453.0
2022-12-13,Costco Canada English,null,null,null,null,1426812,N/A,4.5,5583.0
2022-12-13,Costco Canada English,null,null,null,null,1457015,N/A,4.6,4515.0
2022-12-13,Costco Canada English,null,null,null,null,1499951,N/A,4.6,967.0
2022-12-13,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-13,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-13,Costco Canada English,null,null,null,null,1139997,N/A,3.0,10.0
2022-12-14,Costco Canada English,null,null,null,null,1442712,N/A,2.3,3.0
2022-12-14,Costco Canada English,null,null,null,null,380446,N/A,3.6,56.0
2022-12-14,Costco Canada English,null,null,null,null,380444,N/A,4.5,150.0
2022-12-14,Costco Canada English,null,null,null,null,9879799,N/A,3.9,299.0
2022-12-14,Costco Canada English,null,null,null,null,362864,N/A,4.2,106.0
2022-12-14,Costco Canada English,null,null,null,null,1218587,N/A,4.7,1239.0
2022-12-14,Costco Canada English,null,null,null,null,1638292,N/A,4.2,4732.0
2022-12-14,Costco Canada English,null,null,null,null,1080326,N/A,5.0,1.0
2022-12-14,Costco Canada English,null,null,null,null,1417309,N/A,4.7,484.0
2022-12-14,Costco Canada English,null,null,null,null,8827195,N/A,4.6,425.0
2022-12-14,Costco Canada English,null,null,null,null,1638885,N/A,3.0,1.0
2022-12-14,Costco Canada English,null,null,null,null,1560503,N/A,4.6,890.0
2022-12-14,Costco Canada English,null,null,null,null,1480427,N/A,5.0,1.0
2022-12-14,Costco Canada English,null,null,null,null,3161251,N/A,3.0,2.0
2022-12-14,Costco Canada English,null,null,null,null,384201,N/A,2.8,216.0
2022-12-14,Costco Canada English,null,null,null,null,1458554,N/A,1.0,1.0
2022-12-14,Costco Canada English,null,null,null,null,1576978,N/A,4.8,411.0
2022-12-14,Costco Canada English,null,null,null,null,1226088,N/A,3.7,3.0
2022-12-14,Costco Canada English,null,null,null,null,7774269,N/A,4.2,24.0
2022-12-14,Costco Canada English,null,null,null,Shampoo,1312452,N/A,5.0,1.0
2022-12-14,Costco Canada English,null,null,null,null,1125111,N/A,3.5,4.0
2022-12-14,Costco Canada English,null,null,null,null,197788,N/A,3.4,25.0
2022-12-14,Costco Canada English,null,null,null,null,1605309,N/A,3.7,3.0
2022-12-14,Costco Canada English,null,null,null,null,840553,N/A,3.1,7.0
2022-12-14,Costco Canada English,null,null,null,null,225858,N/A,5.0,1.0
2022-12-14,Costco Canada English,null,null,null,null,407362,N/A,3.3,7.0
2022-12-14,Costco Canada English,null,null,null,null,407365,N/A,4.6,7.0
2022-12-14,Costco Canada English,null,null,null,null,225747,N/A,4.4,34.0
2022-12-14,Costco Canada English,null,null,null,Pads,975107,N/A,4.7,3.0
2022-12-14,Costco Canada English,null,null,null,Pads,777171,N/A,4.0,4.0
2022-12-14,Costco Canada English,null,null,null,Pads,767171,N/A,4.6,207.0
2022-12-14,Costco Canada English,null,null,null,null,4481870,N/A,3.0,4.0
2022-12-14,Costco Canada English,null,null,null,null,1488073,N/A,4.5,83.0
2022-12-14,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-14,Costco Canada English,null,null,null,null,1426812,N/A,4.5,5583.0
2022-12-14,Costco Canada English,null,null,null,null,1517853,N/A,3.5,453.0
2022-12-14,Costco Canada English,null,null,null,null,1457015,N/A,4.6,4515.0
2022-12-14,Costco Canada English,null,null,null,null,1499951,N/A,4.6,967.0
2022-12-14,Costco Canada English,null,null,null,null,1313224,N/A,4.7,60.0
2022-12-14,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-14,Costco Canada English,null,null,null,null,1139997,N/A,3.0,10.0
2022-12-15,Costco Canada English,null,null,null,null,1442712,N/A,2.3,3.0
2022-12-15,Costco Canada English,null,null,null,null,362864,N/A,4.2,106.0
2022-12-15,Costco Canada English,null,null,null,null,380444,N/A,4.5,150.0
2022-12-15,Costco Canada English,null,null,null,null,380446,N/A,3.6,56.0
2022-12-15,Costco Canada English,null,null,null,null,1218587,N/A,4.7,1239.0
2022-12-15,Costco Canada English,null,null,null,null,9879799,N/A,3.9,299.0
2022-12-15,Costco Canada English,null,null,null,null,1080326,N/A,5.0,1.0
2022-12-15,Costco Canada English,null,null,null,null,1638292,N/A,4.2,4733.0
2022-12-15,Costco Canada English,null,null,null,null,1417309,N/A,4.7,485.0
2022-12-15,Costco Canada English,null,null,null,null,8827195,N/A,4.6,425.0
2022-12-15,Costco Canada English,null,null,null,null,1576978,N/A,4.8,412.0
2022-12-15,Costco Canada English,null,null,null,null,3161251,N/A,3.0,2.0
2022-12-15,Costco Canada English,null,null,null,null,1458554,N/A,1.0,1.0
2022-12-15,Costco Canada English,null,null,null,null,384201,N/A,2.8,216.0
2022-12-15,Costco Canada English,null,null,null,null,1560503,N/A,4.6,890.0
2022-12-15,Costco Canada English,null,null,null,null,1226088,N/A,3.7,3.0
2022-12-15,Costco Canada English,null,null,null,null,1638885,N/A,3.0,1.0
2022-12-15,Costco Canada English,null,null,null,null,1480427,N/A,5.0,1.0
2022-12-15,Costco Canada English,null,null,null,null,7774269,N/A,4.2,24.0
2022-12-15,Costco Canada English,null,null,null,Shampoo,1312452,N/A,5.0,1.0
2022-12-15,Costco Canada English,null,null,null,null,197788,N/A,3.4,25.0
2022-12-15,Costco Canada English,null,null,null,null,1125111,N/A,3.5,4.0
2022-12-15,Costco Canada English,null,null,null,null,840553,N/A,3.1,7.0
2022-12-15,Costco Canada English,null,null,null,null,1605309,N/A,3.7,3.0
2022-12-15,Costco Canada English,null,null,null,null,407362,N/A,3.3,7.0
2022-12-15,Costco Canada English,null,null,null,null,225858,N/A,5.0,1.0
2022-12-15,Costco Canada English,null,null,null,null,407365,N/A,4.6,7.0
2022-12-15,Costco Canada English,null,null,null,null,225747,N/A,4.4,34.0
2022-12-15,Costco Canada English,null,null,null,Pads,975107,N/A,4.7,3.0
2022-12-15,Costco Canada English,null,null,null,null,4481870,N/A,3.0,4.0
2022-12-15,Costco Canada English,null,null,null,Pads,777171,N/A,4.0,4.0
2022-12-15,Costco Canada English,null,null,null,Pads,767171,N/A,4.6,207.0
2022-12-15,Costco Canada English,null,null,null,null,1457015,N/A,4.6,4515.0
2022-12-15,Costco Canada English,null,null,null,null,1426812,N/A,4.5,5583.0
2022-12-15,Costco Canada English,null,null,null,null,1499951,N/A,4.6,967.0
2022-12-15,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-15,Costco Canada English,null,null,null,null,1313224,N/A,4.7,60.0
2022-12-15,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-15,Costco Canada English,null,null,null,null,1488073,N/A,4.5,83.0
2022-12-15,Costco Canada English,null,null,null,null,1517853,N/A,3.5,453.0
2022-12-15,Costco Canada English,null,null,null,null,1139997,N/A,3.0,10.0
2022-12-16,Costco Canada English,null,null,null,null,1442712,N/A,2.3,3.0
2022-12-16,Costco Canada English,null,null,null,null,380444,N/A,4.5,150.0
2022-12-16,Costco Canada English,null,null,null,null,380446,N/A,3.6,56.0
2022-12-16,Costco Canada English,null,null,null,null,362864,N/A,4.2,106.0
2022-12-16,Costco Canada English,null,null,null,null,9879799,N/A,3.9,299.0
2022-12-16,Costco Canada English,null,null,null,null,1218587,N/A,4.7,1240.0
2022-12-16,Costco Canada English,null,null,null,null,1080326,N/A,5.0,1.0
2022-12-16,Costco Canada English,null,null,null,null,1638292,N/A,4.2,4733.0
2022-12-16,Costco Canada English,null,null,null,null,1417309,N/A,4.7,506.0
2022-12-16,Costco Canada English,null,null,null,null,8827195,N/A,4.6,425.0
2022-12-16,Costco Canada English,null,null,null,null,1560503,N/A,4.6,890.0
2022-12-16,Costco Canada English,null,null,null,null,3161251,N/A,3.0,2.0
2022-12-16,Costco Canada English,null,null,null,null,1638885,N/A,3.0,1.0
2022-12-16,Costco Canada English,null,null,null,null,384201,N/A,2.8,216.0
2022-12-16,Costco Canada English,null,null,null,null,1226088,N/A,3.7,3.0
2022-12-16,Costco Canada English,null,null,null,null,1458554,N/A,1.0,1.0
2022-12-16,Costco Canada English,null,null,null,null,1576978,N/A,4.8,412.0
2022-12-16,Costco Canada English,null,null,null,null,1480427,N/A,5.0,1.0
2022-12-16,Costco Canada English,null,null,null,null,7774269,N/A,4.2,24.0
2022-12-16,Costco Canada English,null,null,null,Shampoo,1312452,N/A,5.0,1.0
2022-12-16,Costco Canada English,null,null,null,null,197788,N/A,3.4,25.0
2022-12-16,Costco Canada English,null,null,null,null,1125111,N/A,3.5,4.0
2022-12-16,Costco Canada English,null,null,null,null,1605309,N/A,3.7,3.0
2022-12-16,Costco Canada English,null,null,null,null,840553,N/A,3.1,7.0
2022-12-16,Costco Canada English,null,null,null,null,407365,N/A,4.6,7.0
2022-12-16,Costco Canada English,null,null,null,null,407362,N/A,3.3,7.0
2022-12-16,Costco Canada English,null,null,null,null,225858,N/A,5.0,1.0
2022-12-16,Costco Canada English,null,null,null,null,225747,N/A,4.4,34.0
2022-12-16,Costco Canada English,null,null,null,Pads,777171,N/A,4.0,4.0
2022-12-16,Costco Canada English,null,null,null,Pads,975107,N/A,4.7,3.0
2022-12-16,Costco Canada English,null,null,null,Pads,767171,N/A,4.6,208.0
2022-12-16,Costco Canada English,null,null,null,null,4481870,N/A,3.0,4.0
2022-12-16,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-16,Costco Canada English,null,null,null,null,1457015,N/A,4.6,4515.0
2022-12-16,Costco Canada English,null,null,null,null,1488073,N/A,4.5,83.0
2022-12-16,Costco Canada English,null,null,null,null,1426812,N/A,4.5,5583.0
2022-12-16,Costco Canada English,null,null,null,null,1517853,N/A,3.5,453.0
2022-12-16,Costco Canada English,null,null,null,null,1313224,N/A,4.7,60.0
2022-12-16,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-16,Costco Canada English,null,null,null,null,1499951,N/A,4.6,967.0
2022-12-16,Costco Canada English,null,null,null,null,1139997,N/A,3.0,10.0
2022-12-17,Costco Canada English,null,null,null,null,1442712,N/A,2.3,3.0
2022-12-17,Costco Canada English,null,null,null,null,380446,N/A,3.6,56.0
2022-12-17,Costco Canada English,null,null,null,null,1218587,N/A,4.7,1240.0
2022-12-17,Costco Canada English,null,null,null,null,9879799,N/A,3.9,299.0
2022-12-17,Costco Canada English,null,null,null,null,362864,N/A,4.2,106.0
2022-12-17,Costco Canada English,null,null,null,null,380444,N/A,4.5,150.0
2022-12-17,Costco Canada English,null,null,null,null,1417309,N/A,4.7,507.0
2022-12-17,Costco Canada English,null,null,null,null,1638292,N/A,4.2,4733.0
2022-12-17,Costco Canada English,null,null,null,null,1080326,N/A,5.0,1.0
2022-12-17,Costco Canada English,null,null,null,null,8827195,N/A,4.6,425.0
2022-12-17,Costco Canada English,null,null,null,null,1458554,N/A,1.0,1.0
2022-12-17,Costco Canada English,null,null,null,null,1480427,N/A,5.0,1.0
2022-12-17,Costco Canada English,null,null,null,null,384201,N/A,2.8,216.0
2022-12-17,Costco Canada English,null,null,null,null,1576978,N/A,4.8,412.0
2022-12-17,Costco Canada English,null,null,null,null,1560503,N/A,4.6,890.0
2022-12-17,Costco Canada English,null,null,null,null,1638885,N/A,3.0,1.0
2022-12-17,Costco Canada English,null,null,null,null,3161251,N/A,3.0,2.0
2022-12-17,Costco Canada English,null,null,null,null,1226088,N/A,3.7,3.0
2022-12-17,Costco Canada English,null,null,null,null,7774269,N/A,4.2,24.0
2022-12-17,Costco Canada English,null,null,null,Shampoo,1312452,N/A,5.0,1.0
2022-12-17,Costco Canada English,null,null,null,null,197788,N/A,3.4,25.0
2022-12-17,Costco Canada English,null,null,null,null,1125111,N/A,3.5,4.0
2022-12-17,Costco Canada English,null,null,null,null,840553,N/A,3.1,7.0
2022-12-17,Costco Canada English,null,null,null,null,1605309,N/A,3.7,3.0
2022-12-17,Costco Canada English,null,null,null,null,407362,N/A,3.3,7.0
2022-12-17,Costco Canada English,null,null,null,null,407365,N/A,4.6,7.0
2022-12-17,Costco Canada English,null,null,null,null,225747,N/A,4.4,34.0
2022-12-17,Costco Canada English,null,null,null,null,225858,N/A,5.0,1.0
2022-12-17,Costco Canada English,null,null,null,null,4481870,N/A,3.0,4.0
2022-12-17,Costco Canada English,null,null,null,Pads,777171,N/A,4.0,4.0
2022-12-17,Costco Canada English,null,null,null,Pads,975107,N/A,4.7,3.0
2022-12-17,Costco Canada English,null,null,null,Pads,767171,N/A,4.6,208.0
2022-12-17,Costco Canada English,null,null,null,null,1499951,N/A,4.6,967.0
2022-12-17,Costco Canada English,null,null,null,null,1313224,N/A,4.7,60.0
2022-12-17,Costco Canada English,null,null,null,null,1426812,N/A,4.5,5583.0
2022-12-17,Costco Canada English,null,null,null,null,1457015,N/A,4.6,4515.0
2022-12-17,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-17,Costco Canada English,null,null,null,null,1517853,N/A,3.5,454.0
2022-12-17,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-17,Costco Canada English,null,null,null,null,1488073,N/A,4.5,83.0
2022-12-17,Costco Canada English,null,null,null,null,1139997,N/A,3.0,10.0
2022-12-18,Costco Canada English,null,null,null,null,1442712,N/A,2.3,3.0
2022-12-18,Costco Canada English,null,null,null,null,9879799,N/A,3.9,299.0
2022-12-18,Costco Canada English,null,null,null,null,380444,N/A,4.5,150.0
2022-12-18,Costco Canada English,null,null,null,null,1218587,N/A,4.7,1240.0
2022-12-18,Costco Canada English,null,null,null,null,362864,N/A,4.2,106.0
2022-12-18,Costco Canada English,null,null,null,null,380446,N/A,3.6,56.0
2022-12-18,Costco Canada English,null,null,null,null,1417309,N/A,4.7,507.0
2022-12-18,Costco Canada English,null,null,null,null,1080326,N/A,5.0,1.0
2022-12-18,Costco Canada English,null,null,null,null,1638292,N/A,4.2,4770.0
2022-12-18,Costco Canada English,null,null,null,null,8827195,N/A,4.6,425.0
2022-12-18,Costco Canada English,null,null,null,null,1576978,N/A,4.8,412.0
2022-12-18,Costco Canada English,null,null,null,null,3161251,N/A,3.0,2.0
2022-12-18,Costco Canada English,null,null,null,null,1458554,N/A,1.0,1.0
2022-12-18,Costco Canada English,null,null,null,null,384201,N/A,2.8,216.0
2022-12-18,Costco Canada English,null,null,null,null,1480427,N/A,5.0,1.0
2022-12-18,Costco Canada English,null,null,null,null,1226088,N/A,3.7,3.0
2022-12-18,Costco Canada English,null,null,null,null,1560503,N/A,4.6,890.0
2022-12-18,Costco Canada English,null,null,null,null,1638885,N/A,3.0,1.0
2022-12-18,Costco Canada English,null,null,null,null,7774269,N/A,4.2,24.0
2022-12-18,Costco Canada English,null,null,null,Shampoo,1312452,N/A,5.0,1.0
2022-12-18,Costco Canada English,null,null,null,null,1125111,N/A,3.5,4.0
2022-12-18,Costco Canada English,null,null,null,null,197788,N/A,3.4,25.0
2022-12-18,Costco Canada English,null,null,null,null,1605309,N/A,3.7,3.0
2022-12-18,Costco Canada English,null,null,null,null,840553,N/A,3.1,7.0
2022-12-18,Costco Canada English,null,null,null,null,407362,N/A,3.3,7.0
2022-12-18,Costco Canada English,null,null,null,null,225858,N/A,5.0,1.0
2022-12-18,Costco Canada English,null,null,null,null,407365,N/A,4.6,7.0
2022-12-18,Costco Canada English,null,null,null,null,225747,N/A,4.4,34.0
2022-12-18,Costco Canada English,null,null,null,Pads,975107,N/A,4.7,3.0
2022-12-18,Costco Canada English,null,null,null,Pads,767171,N/A,4.6,208.0
2022-12-18,Costco Canada English,null,null,null,Pads,777171,N/A,4.0,4.0
2022-12-18,Costco Canada English,null,null,null,null,4481870,N/A,3.0,4.0
2022-12-18,Costco Canada English,null,null,null,null,1426812,N/A,4.5,5583.0
2022-12-18,Costco Canada English,null,null,null,null,1488073,N/A,4.5,83.0
2022-12-18,Costco Canada English,null,null,null,null,1313224,N/A,4.7,60.0
2022-12-18,Costco Canada English,null,null,null,null,1517853,N/A,3.5,454.0
2022-12-18,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-18,Costco Canada English,null,null,null,null,1457015,N/A,4.6,4515.0
2022-12-18,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-18,Costco Canada English,null,null,null,null,1499951,N/A,4.6,967.0
2022-12-18,Costco Canada English,null,null,null,null,1139997,N/A,3.0,10.0
2022-12-19,Costco Canada English,null,null,null,null,1442712,N/A,2.3,3.0
2022-12-19,Costco Canada English,null,null,null,null,380444,N/A,4.5,150.0
2022-12-19,Costco Canada English,null,null,null,null,380446,N/A,3.6,56.0
2022-12-19,Costco Canada English,null,null,null,null,1218587,N/A,4.7,1240.0
2022-12-19,Costco Canada English,null,null,null,null,362864,N/A,4.2,106.0
2022-12-19,Costco Canada English,null,null,null,null,9879799,N/A,3.9,299.0
2022-12-19,Costco Canada English,null,null,null,null,1080326,N/A,5.0,1.0
2022-12-19,Costco Canada English,null,null,null,null,1417309,N/A,4.7,507.0
2022-12-19,Costco Canada English,null,null,null,null,1638292,N/A,4.2,4770.0
2022-12-19,Costco Canada English,null,null,null,null,8827195,N/A,4.6,425.0
2022-12-19,Costco Canada English,null,null,null,null,1560503,N/A,4.6,890.0
2022-12-19,Costco Canada English,null,null,null,null,1576978,N/A,4.8,412.0
2022-12-19,Costco Canada English,null,null,null,null,384201,N/A,2.8,216.0
2022-12-19,Costco Canada English,null,null,null,null,3161251,N/A,3.0,2.0
2022-12-19,Costco Canada English,null,null,null,null,1638885,N/A,3.0,1.0
2022-12-19,Costco Canada English,null,null,null,null,1458554,N/A,1.0,1.0
2022-12-19,Costco Canada English,null,null,null,null,1480427,N/A,5.0,1.0
2022-12-19,Costco Canada English,null,null,null,null,1226088,N/A,3.7,3.0
2022-12-19,Costco Canada English,null,null,null,null,7774269,N/A,4.2,24.0
2022-12-19,Costco Canada English,null,null,null,Shampoo,1312452,N/A,5.0,1.0
2022-12-19,Costco Canada English,null,null,null,null,1125111,N/A,3.5,4.0
2022-12-19,Costco Canada English,null,null,null,null,197788,N/A,3.4,25.0
2022-12-19,Costco Canada English,null,null,null,null,840553,N/A,3.1,7.0
2022-12-19,Costco Canada English,null,null,null,null,1605309,N/A,3.7,3.0
2022-12-19,Costco Canada English,null,null,null,null,225747,N/A,4.4,34.0
2022-12-19,Costco Canada English,null,null,null,null,407362,N/A,3.3,7.0
2022-12-19,Costco Canada English,null,null,null,null,407365,N/A,4.6,7.0
2022-12-19,Costco Canada English,null,null,null,null,225858,N/A,5.0,1.0
2022-12-19,Costco Canada English,null,null,null,Pads,767171,N/A,4.6,210.0
2022-12-19,Costco Canada English,null,null,null,Pads,777171,N/A,4.0,4.0
2022-12-19,Costco Canada English,null,null,null,Pads,975107,N/A,4.7,3.0
2022-12-19,Costco Canada English,null,null,null,null,4481870,N/A,3.0,4.0
2022-12-19,Costco Canada English,null,null,null,null,1313224,N/A,4.7,60.0
2022-12-19,Costco Canada English,null,null,null,null,1457015,N/A,4.6,4515.0
2022-12-19,Costco Canada English,null,null,null,null,1499951,N/A,4.6,967.0
2022-12-19,Costco Canada English,null,null,null,null,1517853,N/A,3.5,454.0
2022-12-19,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-19,Costco Canada English,null,null,null,null,1488073,N/A,4.5,83.0
2022-12-19,Costco Canada English,null,null,null,null,1426812,N/A,4.5,5583.0
2022-12-19,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-19,Costco Canada English,null,null,null,null,1139997,N/A,3.0,10.0
2022-12-20,Costco Canada English,null,null,null,null,1442712,N/A,2.3,3.0
2022-12-20,Costco Canada English,null,null,null,null,362864,N/A,4.2,106.0
2022-12-20,Costco Canada English,null,null,null,null,380444,N/A,4.5,150.0
2022-12-20,Costco Canada English,null,null,null,null,380446,N/A,3.6,56.0
2022-12-20,Costco Canada English,null,null,null,null,9879799,N/A,3.9,299.0
2022-12-20,Costco Canada English,null,null,null,null,1218587,N/A,4.7,1240.0
2022-12-20,Costco Canada English,null,null,null,null,1080326,N/A,5.0,1.0
2022-12-20,Costco Canada English,null,null,null,null,1417309,N/A,4.7,509.0
2022-12-20,Costco Canada English,null,null,null,null,1638292,N/A,4.2,4770.0
2022-12-20,Costco Canada English,null,null,null,null,8827195,N/A,4.6,426.0
2022-12-20,Costco Canada English,null,null,null,null,1458554,N/A,1.0,1.0
2022-12-20,Costco Canada English,null,null,null,null,1560503,N/A,4.6,890.0
2022-12-20,Costco Canada English,null,null,null,null,384201,N/A,2.8,216.0
2022-12-20,Costco Canada English,null,null,null,null,1226088,N/A,3.7,3.0
2022-12-20,Costco Canada English,null,null,null,null,3161251,N/A,3.0,2.0
2022-12-20,Costco Canada English,null,null,null,null,1576978,N/A,4.8,412.0
2022-12-20,Costco Canada English,null,null,null,null,1480427,N/A,5.0,1.0
2022-12-20,Costco Canada English,null,null,null,null,1638885,N/A,3.0,1.0
2022-12-20,Costco Canada English,null,null,null,null,7774269,N/A,4.2,24.0
2022-12-20,Costco Canada English,null,null,null,Shampoo,1312452,N/A,5.0,1.0
2022-12-20,Costco Canada English,null,null,null,null,197788,N/A,3.4,25.0
2022-12-20,Costco Canada English,null,null,null,null,1125111,N/A,3.5,4.0
2022-12-20,Costco Canada English,null,null,null,null,1605309,N/A,3.7,3.0
2022-12-20,Costco Canada English,null,null,null,null,840553,N/A,3.1,7.0
2022-12-20,Costco Canada English,null,null,null,null,225747,N/A,4.4,34.0
2022-12-20,Costco Canada English,null,null,null,null,225858,N/A,5.0,1.0
2022-12-20,Costco Canada English,null,null,null,null,407362,N/A,3.3,7.0
2022-12-20,Costco Canada English,null,null,null,null,407365,N/A,4.6,7.0
2022-12-20,Costco Canada English,null,null,null,Pads,777171,N/A,4.0,4.0
2022-12-20,Costco Canada English,null,null,null,Pads,975107,N/A,4.7,3.0
2022-12-20,Costco Canada English,null,null,null,null,4481870,N/A,3.0,4.0
2022-12-20,Costco Canada English,null,null,null,Pads,767171,N/A,4.6,210.0
2022-12-20,Costco Canada English,null,null,null,null,1426812,N/A,4.5,5583.0
2022-12-20,Costco Canada English,null,null,null,null,1313224,N/A,4.7,60.0
2022-12-20,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-20,Costco Canada English,null,null,null,null,1457015,N/A,4.6,4515.0
2022-12-20,Costco Canada English,null,null,null,null,1407261,N/A,4.6,4509.0
2022-12-20,Costco Canada English,null,null,null,null,1488073,N/A,4.5,83.0
2022-12-20,Costco Canada English,null,null,null,null,1499951,N/A,4.6,967.0
2022-12-20,Costco Canada English,null,null,null,null,1517853,N/A,3.5,454.0
2022-12-20,Costco Canada English,null,null,null,null,1139997,N/A,3.0,10.0
2022-12-21,Costco Canada English,null,null,null,null,1442712,N/A,2.3,3.0
2022-12-21,Costco Canada English,null,null,null,null,380446,N/A,3.6,58.0
2022-12-21,Costco Canada English,null,null,null,null,362864,N/A,4.2,106.0
2022-12-21,Costco Canada English,null,null,null,null,1218587,N/A,4.7,1240.0
2022-12-21,Costco Canada English,null,null,null,null,380444,N/A,4.5,150.0
2022-12-21,Costco Canada English,null,null,null,null,9879799,N/A,3.9,299.0
2022-12-21,Costco Canada English,null,null,null,null,1638292,N/A,4.2,4771.0
2022-12-21,Costco Canada English,null,null,null,null,1080326,N/A,5.0,1.0
2022-12-21,Costco Canada English,null,null,null,null,1417309,N/A,4.7,509.0
2022-12-21,Costco Canada English,null,null,null,null,8827195,N/A,4.6,426.0
2022-12-21,Costco Canada English,null,null,null,null,384201,N/A,2.8,216.0
2022-12-21,Costco Canada English,null,null,null,null,1480427,N/A,5.0,1.0
2022-12-21,Costco Canada English,null,null,null,null,1576978,N/A,4.9,415.0
2022-12-21,Costco Canada English,null,null,null,null,1560503,N/A,4.6,891.0
2022-12-21,Costco Canada English,null,null,null,null,1458554,N/A,1.0,1.0
2022-12-21,Costco Canada English,null,null,null,null,3161251,N/A,3.0,2.0
2022-12-21,Costco Canada English,null,null,null,null,1226088,N/A,3.7,3.0
2022-12-21,Costco Canada English,null,null,null,null,1638885,N/A,3.0,1.0
2022-12-21,Costco Canada English,null,null,null,null,7774269,N/A,4.2,24.0
2022-12-21,Costco Canada English,null,null,null,Shampoo,1312452,N/A,5.0,1.0
